REPORT_NUMBER,MODE,S4_CRASH_TYPE,QWEN_CLASS,nm_has_bicyclist,nm_has_othercyclist,HOW_MODE_WAS_DETERMINED,CRASH_YEAR,COUNTY_NAME,IN_QWEN_NARRATIVES,SOURCE_FILES,NM_DESCRIPTION_CODES
27737939,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27560766,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Pinellas,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist | Occupant of a Non-Motor Vehicle Transportation Device
27530566,E-Scooter,Bicycle,E-scooter,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Broward,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27766046,E-Scooter,Bicycle,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Pinellas,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27607764,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27615301,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Pedestrian
27570327,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Lee,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27889235,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Orange,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27424906,E-Bike,Pedestrian,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Pedestrian
27723038,Bicycle,Bicycle,Bicyclist,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='Bicyclist',2026,Hillsborough,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27754624,E-Scooter,Bicycle,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27892173,E-Bike,Pedestrian,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Orange,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27859073,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Manatee,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27759649,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Polk,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Pedestrian
27461226,E-Scooter,Single Vehicle,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27583793,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27871113,E-Bike,Pedestrian,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27466101,E-Scooter,Bicycle,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27667457,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Sarasota,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27716357,E-Scooter,Single Vehicle,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Hillsborough,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Occupant of a Non-Motor Vehicle Transportation Device
27668567,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Sarasota,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27742017,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27505770,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Lee,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Pedestrian
27604997,E-Scooter,Single Vehicle,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Occupant of a Non-Motor Vehicle Transportation Device
27529329,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Broward,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27427083,E-Bike,Bicycle,E-bike,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27580954,E-Scooter,Pedestrian,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27742325,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27533551,E-Scooter,Single Vehicle,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Broward,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Pedestrian
27797386,E-Bike,Pedestrian,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Flagler,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27741473,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Marion,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27751726,E-Bike,Bicycle,E-bike,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27922101,E-Bike,Pedestrian,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Hillsborough,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27466024,E-Scooter,Bicycle,E-scooter,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist | Occupant of a Non-Motor Vehicle Transportation Device
27700163,E-Bike,Pedestrian,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Brevard,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27676364,E-Bike,Single Vehicle,E-bike,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Polk,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27650350,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Pinellas,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27845663,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Pedestrian
27588657,E-Scooter,Single Vehicle,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27543589,Bicycle,Bicycle,Bicyclist,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='Bicyclist',2025,Marion,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27651073,E-Scooter,Bicycle,E-scooter,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Pinellas,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27845329,E-Scooter,Bicycle,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27700751,E-Scooter,Pedestrian,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Brevard,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27767764,E-Scooter,Head On,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Sarasota,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27849058,E-Scooter,Bicycle,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Broward,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27546030,E-Bike,Backed Into,E-bike,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27513427,E-Scooter,Pedestrian,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Clay,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27733879,E-Bike,Single Vehicle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,St. Johns,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27749619,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Occupant of a Non-Motor Vehicle Transportation Device
27722997,E-Bike,Single Vehicle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Hillsborough,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27581680,Bicycle,Pedestrian,Bicyclist,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='Bicyclist',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27791274,E-Bike,Pedestrian,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27527661,E-Scooter,Bicycle,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Broward,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Occupant of a Non-Motor Vehicle Transportation Device
27800715,E-Bike,Bicycle,E-bike,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Pinellas,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27509896,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Bay,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27743203,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27756777,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27874008,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Occupant of a Non-Motor Vehicle Transportation Device
27430769,E-Bike,Pedestrian,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Pedestrian
27755083,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27507101,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Sarasota,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27881652,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Pasco,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27699724,E-Bike,Bicycle,E-bike,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Brevard,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27470388,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Duval,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27652327,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Pinellas,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Pedestrian
27426684,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Occupant of a Non-Motor Vehicle Transportation Device
27765650,E-Bike,Single Vehicle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Pinellas,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27737244,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Monroe,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27557060,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27425984,E-Scooter,Same Direction Sideswipe,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27700849,E-Scooter,Pedestrian,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Brevard,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27603601,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Occupant of a Non-Motor Vehicle Transportation Device
27886888,E-Bike,Pedestrian,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Brevard,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27881566,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Pasco,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27703288,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Volusia,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27882588,E-Scooter,Pedestrian,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27670587,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Sarasota,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27742188,E-Bike,Pedestrian,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27798042,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Flagler,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27872760,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27867168,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27631887,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Collier,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27802236,Bicycle,Bicycle,Bicyclist,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='Bicyclist',2026,Pinellas,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27722393,E-Bike,Bicycle,E-bike,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Hillsborough,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27848847,E-Bike,Single Vehicle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Broward,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27561061,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Pinellas,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27569483,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Lee,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27840433,E-Scooter,Single Vehicle,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Broward,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27542489,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Seminole,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27667155,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Sarasota,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27427094,E-Scooter,Bicycle,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27423577,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27527472,E-Bike,Single Vehicle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Broward,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27884493,E-Bike,Pedestrian,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Polk,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27698776,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Seminole,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27890361,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Orange,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Unknown Type of Non-Motorist
27650281,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Pinellas,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27702949,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Volusia,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27893154,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Orange,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27500405,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27888008,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Orange,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27742937,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27802804,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Pinellas,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27919584,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Hillsborough,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27684704,E-Bike,Bicycle,E-bike,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2025,Brevard,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27750923,E-Scooter,Single Vehicle,E-scooter,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27546468,E-Bike,Bicycle,E-bike,True,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Palm Beach,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Bicyclist
27759513,E-Bike,Off Road,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Polk,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27891610,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Orange,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27467683,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27694767,E-Bike,Bicycle,E-bike,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-bike',2026,Seminole,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Pedestrian
27645004,E-Scooter,Bicycle,E-scooter,False,True,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2026,Broward,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Other Cyclist
27431441,E-Scooter,Pedestrian,E-scooter,False,False,Qwen LLM | multilabel_ebike.xlsx + multilabel_RegBike.xlsx | Classification='E-scooter',2025,Miami-Dade,True,multilabel_ebike.xlsx + multilabel_RegBike.xlsx,Occupant of a Non-Motor Vehicle Transportation Device
