REPORT_NUMBER,CRASH_DT,FARS_LANDUSE,FARS_LANDUSE_CD,FARS_FUNCLASS,FARS_FUNCLASS_CD,FARS_OWNERSHIP,FARS_OWNERSHIP_CD,FARS_NHS,FARS_NHS_CD,ROUTE_SIGNAGE,ROUTE_SIGNAGE_CD,SPEED_LIMIT,S4_GEOLOCATION_CURRENT,S4_GEOLOCATION_REVIEW,S4_GEOLOCATION_UPDATED_DATE,LONGITUDE,LATITUDE,TRAFFIC_IDENTIFIER,STATE_ROAD,US_INTERSTATE,MODE
88463112,4/12/2021 12:00:00 AM,Urban,2.0,Local,7.0,Other Local Agency,25.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Editor,Complete,1/14/2025 3:35:20 PM,30.4477948643631,-87.3161257408901,MULDOON RD                          ,,,E-Scooter
89619181,3/9/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,State Highway Agency,1.0,Not on the National Highway System,6.0,US Highway,2.0,25.0,Editor,Complete,9/13/2023 12:13:25 PM,28.0735916353613,-82.767164207711,ALT 19                              ,,,Bicycle
89650375,8/12/2023 12:00:00 AM,Rural,1.0,Major Collector,5.0,State Highway Agency,1.0,Not on the National Highway System,6.0,State Highway,3.0,55.0,Editor,Preliminary,1/11/2024 5:35:48 PM,29.416598361535,-82.8888556685882,SR-345                              ,SR 345,,E-Bike
89757444,2/6/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,40.0,Editor,Complete,12/27/2024 2:18:55 PM,27.4713451767198,-82.5753549741245,14TH ST W                           ,,,Bicycle
86585982,7/19/2016 12:00:00 AM,Urban,2.0,Major Collector,5.0,Trafficway Not in State Inventory,96.0,Not on the National Highway System,6.0,Municipality,6.0,40.0,Editor,Complete,3/5/2025 7:55:47 PM,25.4776566027595,-80.4266272989358,NE 8TH ST                           ,,,E-Scooter
85489105,5/14/2017 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,50.0,Editor,Complete,3/5/2025 9:09:57 PM,28.0308677611208,-82.6404937025827,W HILLSBOROUGH AVE                  ,SR  580 ,,E-Bike
89752559,12/10/2023 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,45.0,Editor,Preliminary,7/17/2024 10:27:32 AM,28.5552777501755,-81.1119162602768,E COLONIAL DR                       ,SR 50,,Bicycle
88519763,8/16/2021 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,55.0,Editor,Complete,1/19/2023 10:23:09 AM,27.4618584462254,-82.5302148926524,US-301                              ,SR  683 ,US  301 ,E-Scooter
85871386,10/11/2017 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,3/5/2025 9:17:17 PM,27.5893425404404,-81.5143837626733,US HIGHWAY 27 S                     ,SR   25 ,US   27 ,E-Scooter
87206952,4/15/2018 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,3/5/2025 9:56:01 PM,27.0822296263514,-82.4253400245376,VENICE BYP S                        ,SR   45A,US   41 ,Bicycle
88321013,3/26/2020 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,45.0,Editor,Not reviewed,4/10/2020 12:45:48 PM,27.8831300637805,-82.7292167659363,66TH ST N                           ,SR  693 ,,E-Scooter
84491969,12/2/2014 12:00:00 AM,,,,,,,,,Township,5.0,45.0,Editor,Complete,3/5/2025 4:54:12 PM,28.3823692176901,-82.6705305330536,BOLTON AVE                          ,,,Bicycle
89816521,7/15/2020 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,1/19/2023 5:20:19 PM,27.2710516385902,-80.2882174496886,S FEDERAL HWY                       ,SR    5 ,US    1 ,E-Scooter
88024950,7/11/2019 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,55.0,Editor,Complete,3/5/2025 10:56:12 PM,28.4196920085502,-80.7562173768517,N COCOA BLVD                        ,SR    5 ,US    1 ,E-Scooter
89438449,8/14/2021 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,Trafficway Not in State Inventory,96.0,Not on the National Highway System,6.0,County Road,4.0,35.0,Editor,Not reviewed,9/13/2021 1:29:59 PM,28.0692720224292,-82.4249769764426,E FLETCHER AVE                      ,,,E-Scooter
89655074,9/18/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,State Highway Agency,1.0,Not on the National Highway System,6.0,State Highway,3.0,45.0,Editor,Complete,1/14/2025 2:19:53 PM,29.6143972730162,-82.3919005169581,SW ARCHER RD                        ,SR 24,,E-Scooter
89713797,10/6/2025 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,50.0,Editor,Complete,5/22/2026 2:20:41 PM,28.3634697161508,-81.5295362420318,EPCOT CENTER DR                     ,,,E-Bike
89631024,3/29/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,45.0,Editor,Complete,9/13/2023 12:15:10 PM,26.5139434473637,-81.9491867877181,MCGREGOR BLVD                       ,,,E-Bike
88479138,7/22/2021 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,40.0,Editor,Complete,1/10/2025 2:04:54 PM,29.6568099335081,-82.4224681703788,NW 75TH ST                          ,,,Bicycle
87823270,1/24/2020 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,40.0,Editor,Complete,1/19/2023 5:22:07 PM,26.0327827464489,-80.182211815374,SHERIDAN ST                         ,SR  822 ,,Bicycle
85160606,11/24/2015 12:00:00 AM,,,,,,,,,Municipality,6.0,45.0,Editor,Complete,3/5/2025 6:11:18 PM,30.1377248990687,-85.5496787294519,OLD BICYCLE RD                      ,,,Bicycle
84256709,7/16/2025 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,30.0,Editor,Complete,5/15/2026 5:45:59 PM,27.6949504974452,-82.4437111947584,7TH ST SW                           ,,,E-Bike
89384398,9/23/2020 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Editor,Complete,5/31/2024 12:41:12 PM,27.748421698835,-82.6466950104589,22ND AVE S                          ,,,E-Bike
89672683,11/22/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,State Highway Agency,1.0,Not on the National Highway System,6.0,State Highway,3.0,45.0,Editor,Preliminary,3/13/2024 5:09:24 PM,26.0566181768726,-81.6997351930541,COLLIER BLVD                        ,SR 951,,Bicycle
87879531,7/13/2022 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,50.0,Editor,Complete,8/1/2023 11:03:28 AM,27.5188386841052,-81.4964188955703,US-27                               ,SR 25,US 27,E-Bike
83829111,2/22/2015 12:00:00 AM,,,,,,,,,State Highway,3.0,30.0,Editor,Complete,3/5/2025 5:38:22 PM,29.9100595676592,-81.3160921314586,A1A SCENIC AND HISTORIC COASTAL BYWY,SR  A1A ,,Bicycle
89661227,6/18/2023 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,50.0,Editor,Complete,9/12/2023 10:48:41 AM,28.5529587792121,-82.5001133777879,SUNSHINE GROVE RD                   ,,,E-Bike
89748315,3/7/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,40.0,Editor,Complete,5/21/2026 2:04:43 PM,27.616125560031,-80.3965880430392,8TH ST                              ,CR 612,,Bicycle
88198132,6/18/2024 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Other,8.0,35.0,Editor,Preliminary,7/10/2025 4:36:00 PM,26.5645491573894,-81.8560424062334,CRYSTAL DR                          ,,,E-Scooter
89170348,6/26/2020 12:00:00 AM,Urban,2.0,Local,7.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,25.0,Editor,Complete,5/31/2024 10:02:05 AM,28.0239592888804,-82.4489842010379,E JUNEAU ST                         ,,,E-Scooter
27979792,5/10/2026 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,45.0,Editor,Preliminary,7/26/2026 7:24:25 PM,28.4144671265792,-81.22368256199,MOSS PARK RD                        ,,,E-Scooter
88381669,12/8/2020 12:00:00 AM,Urban,2.0,Major Collector,5.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Editor,Complete,5/29/2024 1:16:36 PM,29.6366204957668,-82.2893092780689,SE 27TH ST                          ,,,Bicycle
25922789,5/6/2023 12:00:00 AM,Urban,2.0,Local,7.0,Trafficway Not in State Inventory,96.0,Not on the National Highway System,6.0,Other,8.0,25.0,Editor,Complete,9/14/2023 9:51:25 AM,28.0599635867911,-82.3903867911308,N 59TH ST                           ,,,E-Bike
25194838,8/26/2022 12:00:00 AM,Urban,2.0,Local,7.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,30.0,Editor,Complete,7/31/2023 12:10:01 PM,27.8718903773854,-82.7066505828187,110TH AVE N                         ,,,E-Bike
25663727,5/25/2023 12:00:00 AM,Urban,2.0,Major Collector,5.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,50.0,Editor,Complete,9/11/2023 12:25:08 PM,28.4828437985004,-81.4546366986839,VINELAND RD                         ,,,E-Scooter
25773033,4/6/2023 12:00:00 AM,Urban,2.0,Major Collector,5.0,State Highway Agency,1.0,Not on the National Highway System,6.0,US Highway,2.0,20.0,Officer,Complete,1/13/2025 11:29:23 AM,25.7675098672737,-80.2074694611703,SW 8TH AVE                          ,,US 441,E-Scooter
25862687,9/17/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,35.0,Editor,Complete,1/5/2024 1:32:34 PM,25.9647967826145,-80.1744782422153,IVES DAIRY RD                       ,,,E-Bike
25949837,10/18/2023 12:00:00 AM,,,,,,,,,,,,Editor,Complete,7/2/2024 1:13:19 PM,28.8984822948439,-82.5808254021401,NE 5TH ST                           ,,,E-Scooter
26011165,5/2/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,County Highway Agency,2.0,On the National Highway System,1.0,Municipality,6.0,45.0,Editor,Complete,6/11/2026 1:33:56 PM,26.2083148340936,-80.2296837268702,W MCNAB RD                          ,,,E-Scooter
25167574,12/30/2024 12:00:00 AM,Urban,2.0,Major Collector,5.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,30.0,Editor,Preliminary,4/14/2025 3:31:48 PM,26.0186107267654,-80.1594407189892,N 26TH AVE                          ,,,E-Bike
25800989,3/16/2024 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Preliminary,9/5/2024 12:04:07 PM,27.2160006712841,-80.2610564596436,NW FEDERAL HWY                      ,SR 5,US 1,E-Scooter
24974527,6/25/2022 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,50.0,Editor,Complete,6/13/2023 5:51:04 PM,28.3881536520355,-81.4046942691035,ORANGE BLOSSOM TRL S                ,US 441,,Bicycle
25168262,2/12/2025 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,State Highway Agency,1.0,Not on the National Highway System,6.0,State Highway,3.0,35.0,Editor,Complete,9/29/2025 10:39:40 AM,26.034157506873,-80.1163127329376,SE 16TH ST                          ,,,E-Scooter
25880638,1/3/2024 12:00:00 AM,,,,,City or Municipal Highway Agency,4.0,,,Municipality,6.0,40.0,Editor,Preliminary,4/22/2025 12:28:44 PM,25.7481170769393,-80.3093221722944,SW 24TH ST                          ,,,E-Bike
26008506,3/18/2024 12:00:00 AM,,,,,,,,,,,,Editor,Preliminary,3/7/2026 10:36:22 AM,26.0445837669465,-80.2780566366607,SW 60TH ST                          ,,,E-Scooter
25532378,12/9/2022 12:00:00 AM,Urban,2.0,Major Collector,5.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,45.0,Editor,Complete,6/14/2023 4:38:51 PM,26.6319141334245,-80.1377876009063,SHERWOOD FOREST BLVD                ,,,E-Bike
25039151,1/25/2023 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,5.0,Editor,Complete,8/16/2023 8:55:17 AM,29.0633653363424,-81.2630264150168,E INTERNATIONAL SPEEDWAY BLVD       ,SR 600,US 192,Bicycle
26001778,11/14/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Editor,Preliminary,1/25/2024 5:18:21 PM,26.1882535844832,-80.1751730014164,W PROSPECT RD                       ,,,E-Scooter
24981119,8/21/2022 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,55.0,Editor,Complete,7/31/2023 1:48:08 PM,28.1168175137158,-82.739690178319,US HIGHWAY 19 N                     ,,,Bicycle
25196870,2/13/2025 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,25.0,Editor,Complete,6/9/2026 2:33:36 PM,28.2469358624675,-81.2684163971984,12TH ST                             ,,,E-Scooter
25071059,1/20/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,State Highway Agency,1.0,Not on the National Highway System,6.0,State Highway,3.0,45.0,Editor,Complete,7/28/2023 11:10:14 AM,27.538336082306,-80.3165358997265,N HIGHWAY A1A                       ,,,Bicycle
25561697,7/9/2023 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,45.0,Editor,Complete,12/16/2024 10:46:46 AM,28.5524225367807,-81.4390160098166,W COLONIAL DR                       ,,,E-Scooter
25073214,4/22/2023 12:00:00 AM,Urban,2.0,Major Collector,5.0,State Highway Agency,1.0,Not on the National Highway System,6.0,US Highway,2.0,45.0,Editor,Complete,7/28/2023 11:15:20 AM,28.0764203432148,-81.6201409955633,SCENIC HWY S                        ,,,Bicycle
25740119,11/1/2023 12:00:00 AM,,,,,,,,,,,,Officer,Complete,7/2/2024 1:31:33 PM,27.8592123411161,-82.6977536799367,US HIGHWAY 19 N                     ,,,E-Bike
25928904,4/29/2024 12:00:00 AM,Urban,2.0,Major Collector,5.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,25.0,Editor,Complete,6/16/2026 3:01:22 PM,25.7821100486707,-80.1325827123663,WASHINGTON AVE                      ,,,Bicycle
25989043,9/9/2023 12:00:00 AM,Urban,2.0,Local,7.0,Trafficway Not in State Inventory,96.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Editor,Complete,1/10/2024 1:05:55 PM,26.6065387856518,-81.9594514198792,ACADEMY BLVD                        ,,,E-Scooter
25591806,11/27/2023 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,25.0,Editor,Preliminary,3/12/2024 3:16:36 PM,27.9959086631635,-82.4203722931792,N 36TH ST                           ,SR 600,US 441,E-Bike
24954780,9/3/2022 12:00:00 AM,Rural,1.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,60.0,Editor,Complete,7/28/2023 10:22:06 AM,29.9528831000006,-82.8124055825117,US HIGHWAY 27                       ,,,Bicycle
25621564,1/24/2023 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,County Highway Agency,2.0,On the National Highway System,1.0,County Road,4.0,40.0,Editor,Complete,8/15/2023 10:44:38 AM,26.6452432600372,-81.9410372876866,DEL PRADO BLVD S                    ,,,E-Bike
25643228,8/24/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,County Highway Agency,2.0,On the National Highway System,1.0,Municipality,6.0,35.0,Editor,Complete,10/17/2025 9:19:46 AM,25.8787919701959,-80.3569395770225,NW 116TH WAY                        ,,,E-Scooter
25184806,10/5/2022 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,50.0,Editor,Complete,8/4/2023 9:09:57 AM,28.1384387738984,-82.7400499996854,US HIGHWAY 19 N                     ,,,E-Scooter
25045864,1/23/2023 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,35.0,Editor,Complete,10/6/2023 4:13:20 PM,27.8205206500432,-82.6682366387938,HAINES RD N                         ,,,E-Bike
25357425,11/21/2022 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,Trafficway Not in State Inventory,96.0,On the National Highway System,1.0,Municipality,6.0,45.0,Editor,Complete,6/15/2023 11:13:16 AM,28.0978074289312,-80.6598314402053,W NASA BLVD                         ,,,E-Bike
25167252,12/11/2024 12:00:00 AM,Urban,2.0,Local,7.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,25.0,Editor,Preliminary,10/30/2025 11:53:23 AM,26.0304888898305,-80.2001648044341,THOMAS ST                           ,,,E-Scooter
25045279,2/13/2023 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Editor,Complete,8/25/2023 9:38:35 AM,26.9642025180403,-82.0770811227038,EDGEWATER DR                        ,,,Bicycle
25244671,4/13/2023 12:00:00 AM,Urban,2.0,Local,7.0,Trafficway Not in State Inventory,96.0,Not on the National Highway System,6.0,Municipality,6.0,30.0,Editor,Complete,7/24/2023 2:13:59 PM,25.6058918597202,-80.3611637773749,SW 176TH ST                         ,,,E-Scooter
25960376,2/13/2024 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,State Highway Agency,1.0,Not on the National Highway System,6.0,State Highway,3.0,35.0,Editor,Preliminary,7/2/2024 11:48:19 AM,27.7772836327702,-82.6999721296119,5TH AVE N                           ,SR 595,US 319,E-Bike
27716907,11/18/2025 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Editor,Complete,6/11/2026 1:29:30 PM,27.9411367038038,-82.3756968974254,PALM RIVER RD                       ,,,E-Bike
27754217,12/31/2025 12:00:00 AM,Urban,2.0,Local,7.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,25.0,Officer,Complete,5/19/2026 12:11:31 PM,25.7675792150832,-80.2178484416018,SW 6TH ST                           ,,,E-Scooter
27464923,8/21/2025 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,40.0,Editor,Complete,6/9/2026 10:24:14 AM,25.9546544276811,-80.2403498356769,NW 199TH ST                         ,CR 854,,E-Bike
27429851,7/2/2025 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,County Highway Agency,2.0,Not on the National Highway System,6.0,Municipality,6.0,35.0,Officer,Complete,6/9/2026 2:33:43 PM,25.8092424349237,-80.2321404113083,NW 22ND AVE                         ,,,E-Scooter
27675247,10/24/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,45.0,Editor,Complete,6/10/2026 2:14:53 PM,28.0479541193986,-81.9159940207953,E MEMORIAL BLVD                     ,SR 600,US 92,E-Scooter
27652466,2/21/2026 12:00:00 AM,,,,,,,,,,,,Officer,Not reviewed,5/29/2026 9:04:31 PM,27.9607770189084,-82.7876558328077,COURT ST                            ,,,E-Bike
27770479,12/26/2025 12:00:00 AM,Rural,1.0,Minor Arterial,4.0,State Highway Agency,1.0,On the National Highway System,1.0,State Highway,3.0,45.0,Editor,Complete,6/8/2026 2:05:28 PM,26.0463734069715,-80.221274428632,SW 60TH ST                          ,SR 848,,E-Scooter
27634268,3/7/2026 12:00:00 AM,Urban,2.0,Local,7.0,Other Local Agency,25.0,Not on the National Highway System,6.0,Other,8.0,0.0,Officer,Preliminary,7/28/2026 12:54:11 PM,26.1353839726972,-81.7588970614284,GLADES BLVD                         ,,,E-Bike
27642613,9/19/2025 12:00:00 AM,Urban,2.0,Minor Collector,6.0,City or Municipal Highway Agency,4.0,Not on the National Highway System,6.0,Municipality,6.0,30.0,Editor,Complete,6/9/2026 6:18:14 PM,26.1292050749713,-80.1659679324154,NW 6TH ST                           ,,,E-Scooter
27428746,6/7/2025 12:00:00 AM,Urban,2.0,Minor Arterial,4.0,State Highway Agency,1.0,Not on the National Highway System,6.0,State Highway,3.0,40.0,Officer,Complete,6/8/2026 2:07:30 PM,25.8250712951639,-80.2041021012713,NW 54TH ST                          ,SR 944,,E-Scooter
27758126,10/3/2025 12:00:00 AM,Urban,2.0,Principal Arterial - Other,3.0,State Highway Agency,1.0,On the National Highway System,1.0,US Highway,2.0,40.0,Officer,Complete,5/19/2026 12:11:34 PM,28.0623109275112,-81.9572300631481,N FLORIDA AVE                       ,SR 35,US 98,E-Bike
27771163,2/27/2026 12:00:00 AM,Urban,2.0,Local,7.0,Other Local Agency,25.0,On the National Highway System,1.0,Township,5.0,15.0,Editor,Preliminary,6/19/2026 1:25:20 PM,26.0907027725633,-80.252885083616,S VALENCIA DR                       ,,,E-Bike
27922942,3/8/2026 12:00:00 AM,Urban,2.0,Major Collector,5.0,County Highway Agency,2.0,Not on the National Highway System,6.0,County Road,4.0,35.0,Officer,Complete,6/12/2026 5:58:14 PM,27.9602605442728,-82.4355448807821,E 7TH AVE                           ,CR 574,,E-Bike
