REPORT_NUMBER,PREDICTED_MODE_RAW,confidence,primary_cause,cause_other_detail,infrastructure_type,speed_contributing,speed_contributing_detail,SOURCE_FILE,MODE
89727094,E-bike,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
88583886,E-bike,0.95,insufficient_information,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
84720016,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
89429579,E-scooter,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
83939703,Other,0.8,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89730250,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,yes,"NM01 'suddenly leaving the curb or other place of safety and enter the path of V01, which was so close that it was impossible for Driver-1 to stop' suggests NM01 entered the crosswalk quickly, contributing to the crash.",multilabel_ebike_cause,E-Bike
89546617,Other,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89484638,E-scooter,0.95,other,hit a ditch in the roadway due to recent construction,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
86360874,Other,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,yes,"The child 'came down a small hill toward the road' and 'ran into the front of Veh #1', suggesting the child was riding at a notable speed, especially considering they were able to fall off the mini-bike and scrape their arm on the road.",multilabel_ebike_cause,Other
84519263,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
89617564,Bicyclist,0.95,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
28137681,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89609865,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
88532890,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
86636617,E-bike,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89059601,E-scooter,0.95,driver_failed_to_yield_turning,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
86913734,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,Bicycle
28199383,E-scooter,0.95,hit_and_run,,driveway_or_parking_lot,yes,"The driver accelerated at a high rate of speed, dragging Casey a short distance with his arm still in the window of the vehicle.",multilabel_ebike_cause,E-Scooter
84654201,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
28191202,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89727298,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,Other
28192902,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89907090,E-scooter,0.95,insufficient_information,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89487208,E-scooter,0.9,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89473083,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
88342775,Other,0.8,non_motorist_failed_to_yield_entering_roadway,,sidewalk,no,"No speed of the non-motorist mentioned as excessive, maximum speed of scooter noted as 14 mph but not cited as contributing factor.",multilabel_ebike_cause,Other
27956507,E-scooter,0.95,driver_ran_stop_sign_or_red_light,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89683366,Other,0.75,wrong_way_riding,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89746758,Other,0.75,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89599294,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
28140590,E-bike,0.95,hit_and_run,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89496871,Other,0.9,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
90111614,E-scooter,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89240253,E-scooter,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
86543328,Bicyclist,0.95,other,non-motorist lost control on rough pavement and fell against vehicle,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
85145218,E-scooter,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
27978323,E-bike,0.95,insufficient_information,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
85380620,Bicyclist,0.95,distraction_inattention,,travel_lane,no,No speed of either party mentioned in narrative as contributing to the crash.,multilabel_ebike_cause,Bicycle
82190863,E-scooter,0.9,driver_failed_to_yield_turning,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
27970619,E-bike,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
28127916,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
28131225,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"Non-Motorist was traveling approximately 20 MPH on the sidewalk, which is a notable speed for sidewalk riding",multilabel_ebike_cause,E-Bike
28191735,Other,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
88129687,E-bike,0.9,non_motorist_failed_to_yield_entering_roadway,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
27956459,Other,0.75,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,Preliminary investigation shows speed nor impairment were contributing factors. The investigation determined this was an accident and speed was not a contributing factor in the crash.,multilabel_ebike_cause,Other
89727089,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
88744401,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
28218563,E-bike,0.95,dooring,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
28127946,E-bike,0.95,wrong_way_riding,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89440965,E-scooter,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
28136815,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
88576564,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89790940,Other,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89433660,Other,0.75,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,Other
82384369,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
88214169,Bicyclist,0.95,insufficient_information,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
89968416,Other,0.75,driver_ran_stop_sign_or_red_light,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89665764,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89153650,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"Bicycle 2 was driving approximately 15 MPH on the sidewalk, and Vehicle 1 did not recognize the speed of Bicycle 2 when turning into the parking lot, suggesting speed was a factor, especially since Bicycle 2 was riding on the sidewalk",multilabel_ebike_cause,E-Bike
88059752,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
85834784,E-bike,0.95,insufficient_information,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
86134335,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
28193068,E-bike,0.95,insufficient_information,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
27942205,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
86397920,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
84607651,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
88499290,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89712400,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
87084085,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
84962630,E-scooter,0.95,insufficient_information,,sidewalk,unclear,"No speed of either party mentioned in narrative as a contributing factor, though NM1 was described as travelling at a 'slow speed'.",multilabel_ebike_cause,E-Scooter
84962471,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,yes,"P1 entered the crosswalk at approximately 25 miles per hour on an electric scooter, which suggests speed was a contributing factor to the crash.",multilabel_ebike_cause,E-Scooter
88156798,Other,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative as contributing to the crash.,multilabel_ebike_cause,Other
85325779,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
87753446,E-bike,0.95,dooring,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
88448267,Other,0.95,insufficient_information,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
27936759,E-bike,0.95,wrong_way_riding,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
28129300,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Scooter
89365986,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"The e-bike rider was initially traveling at roughly 18 mph on the sidewalk and slowed to 7 mph before attempting to pass in front of Vehicle 1, indicating a notable speed while riding on the sidewalk.",multilabel_ebike_cause,E-Bike
85686698,E-scooter,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Scooter
85489105,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89604147,Other,0.75,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
28192135,E-scooter,0.95,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
85955166,Other,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
85920906,Other,0.7,non_motorist_failed_to_yield_entering_roadway,,crosswalk,yes,"Catalina Rosario stated that the Pedestrian 'appeared to increase the speed on the scooter/wheelchair to get across the roadway', indicating the non-motorist's speed was a contributing factor.",multilabel_ebike_cause,Other
89720109,E-scooter,0.95,other,loss of control due to front tire making contact with slightly raised paved roadway,shoulder,unclear,No speed of the non-motorist mentioned in narrative.,multilabel_ebike_cause,E-Scooter
88686733,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Bike
88259321,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
86908465,Other,0.8,driver_failed_to_yield_turning,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
88602941,Other,0.95,driver_ran_stop_sign_or_red_light,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
87406465,E-bike,0.95,driver_failed_to_yield_turning,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
88476892,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89724414,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
87553293,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
27938589,E-bike,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,yes,"Bicyclist stated he thinks that V1 was attempting to beat the traffic control signal because it had turned yellow, implying speeding.",multilabel_ebike_cause,E-Bike
89880580,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,Bicycle
88293035,E-scooter,0.95,driver_failed_to_yield_turning,,bike_lane,yes,"NM01 was unable to brake or slow down, implying speed was a factor, but no explicit speed given",multilabel_ebike_cause,E-Scooter
88755901,E-bike,0.95,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
85907794,Other,0.95,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
88072577,Other,0.75,insufficient_information,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
86971943,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
85852793,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
87078206,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,bike_lane,yes,"Donigan estimated Clancy to be traveling approximately 25 miles per hour, and he was riding in the bike lane before striking her vehicle.",multilabel_ebike_cause,E-Bike
28261887,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
27976162,E-bike,0.95,insufficient_information,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
84867503,Other,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89259449,Other,0.95,driver_failed_to_yield_turning,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89710287,E-scooter,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
85606785,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
89725051,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,yes,"NM01 was 'traveling at a very high rate of speed on the sidewalk and failed to slow down before entering the intersection', which explicitly flags sidewalk riding speed as a concern",multilabel_ebike_cause,E-Bike
80827032,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,Speed is not a factor in this crash due to the distance of impact to final rest only being 50 feet and that was due to Veh 1 not even knowing she hit Bicyclist 1.,multilabel_ebike_cause,Bicycle
89665293,E-scooter,0.95,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
82393711,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
87761849,E-scooter,0.95,driver_failed_to_yield_turning,,travel_lane,yes,Person #2 was traveling at a 'high rate of speed' and later stated they were going approximately 20-25 miles per hour on the yellow hash lines close to the median.,multilabel_ebike_cause,E-Scooter
28204918,Other,0.75,insufficient_information,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89733527,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
86361716,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Bike
87552145,E-bike,0.95,driver_failed_to_yield_turning,,crosswalk,no,"No speed of either party mentioned in narrative as contributing to the crash, speeds were low (approximately 5 mph) and described as slow.",multilabel_ebike_cause,E-Bike
88299243,Other,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
27938488,E-scooter,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
28193212,Other,0.7,hit_and_run,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
88826023,Other,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89739208,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89363279,E-scooter,0.95,hit_and_run,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
84571497,Other,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
86513155,E-scooter,0.95,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
28220581,E-bike,0.95,driver_failed_to_yield_turning,,crosswalk,no,"NM1 stated he was traveling approximately 15 mph, which is not indicated as excessive for the conditions.",multilabel_ebike_cause,E-Bike
87207677,E-scooter,0.95,impairment,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89444426,E-scooter,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
28157841,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
85987122,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
28127856,E-scooter,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,No speed of either party mentioned in narrative as contributing to the crash.,multilabel_ebike_cause,E-Scooter
87760900,Other,0.75,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
90115241,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,yes,"Witnesses advised V1 appeared to be driving over the posted speed limit, which may have contributed to the crash or its severity.",multilabel_ebike_cause,E-Scooter
28195277,E-scooter,0.95,insufficient_information,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
88130185,E-scooter,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
84841650,Other,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,yes,"The 7-year-old witness stated her brother 'was going too fast and could not stop' when he entered the traffic area of the parking lot, and the officer noted the scooter operator 'went too fast, causing him to be unable to stop for oncoming traffic', specifically highlighting the non-motorist's speed as a contributing factor.",multilabel_ebike_cause,Other
89639120,Other,0.75,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
83850454,Other,0.7,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
84963433,Other,0.75,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89019556,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
89396952,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
87691591,E-bike,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
88913862,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,no,"Narrative states the bicyclist was traveling at low speed, and the impact was slight, causing the bicyclist to fall off the bicycle.",multilabel_ebike_cause,E-Bike
87881603,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
88338197,Other,0.75,driver_failed_to_yield_turning,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
89281824,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,Bicycle
89705260,E-scooter,0.95,obstructed_sightline,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89907036,E-scooter,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89169851,Other,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
86393373,Other,0.75,rear_end_following_too_close,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
88087266,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
89653722,E-scooter,0.95,insufficient_information,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
88996365,E-scooter,0.9,driver_ran_stop_sign_or_red_light,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
88939047,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89752171,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
85351591,E-scooter,0.95,rear_end_following_too_close,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89966455,E-scooter,0.95,rear_end_following_too_close,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
28192641,E-bike,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
84949143,E-scooter,0.95,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
87017999,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
89587051,E-bike,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89361951,E-bike,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89365949,E-scooter,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
89617165,Other,0.75,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Other
28193268,E-scooter,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Scooter
85404498,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
89683628,E-bike,0.95,wrong_way_riding,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
89960984,E-scooter,0.95,wrong_way_riding,,bike_lane,yes,"P2 was described as 'flying' and 'traveling very fast' by witnesses, with an estimated speed of about 20 mph, which contributed to the crash severity",multilabel_ebike_cause,E-Scooter
89962598,Other,0.75,speeding_reckless_driving,,sidewalk,yes,"Vehicle 1 lost control after striking a median, implying excessive speed, and the pedestrian was struck on the sidewalk while Vehicle 1 was traveling improperly",multilabel_ebike_cause,Other
90109191,E-bike,0.95,insufficient_information,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
88938197,E-scooter,0.9,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,"No speed of either party mentioned in narrative as contributing to the crash, except that Vehicle 1 was traveling at a low rate of speed.",multilabel_ebike_cause,E-Scooter
28129400,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
88495267,E-bike,0.95,insufficient_information,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
27948076,E-scooter,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative as a contributing factor.,multilabel_ebike_cause,E-Scooter
86967473,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
89872856,E-bike,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_ebike_cause,E-Bike
88633329,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_ebike_cause,Bicycle
